HuH7 mRNA interactome_Ensembl gene ID,HuH7 mRNA interactome_ENSEMBL Gene Name,HuH7 mRNA interactome_Entrez Gene ID,Uniprot,mRNA interactome status,average log2 fold change (cCL/control),padj cCL,average log2 fold change (PAR-CL/control),padj PAR-CL,HuH7 mRNA interactome_RNA biology status,HuH7 mRNA interactome_RBD,human mRNA interactomes_Ensembl gene ID,HeLa,HEK293,HuH7,human mRNA interactomes_ENSEMBL Gene Name,human mRNA interactomes_Entrez Gene ID,Uniprot entry,human mRNA interactomes_RNA biology status,human mRNA interactomes_RBD,enigmRBP,"""classical"" metablic enzyme",EC number,EC class,"Conserved ""core"" RBP",InParanoid Cluster ID,Uniprot ID,Organism
,,,,,,,,,,,ENSG00000072518,mRNA interactome,no evidence,no evidence,MARK2,2011,Q7KZI7,unknown,unknown,yes,yes,2.7.11.1,transferase,core,565,Q7KZI7,H.sapiens
,,,,,,,,,,,ENSG00000103495,mRNA interactome,mRNA interactome,no evidence,MAZ,4150,P56270,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000152601,mRNA interactome,mRNA interactome,no evidence,MBNL1,4154,Q9NR56,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000139793,mRNA interactome,mRNA interactome,no evidence,MBNL2,10150,Q5VZF2,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000100294,no evidence,mRNA interactome,no evidence,MCAT,27349,Q8IVS2,unknown,unknown,yes,yes,2.3.1.29,transferase,,,,
,,,,,,,,,,,ENSG00000169057,mRNA interactome,no evidence,no evidence,MECP2,4204,P51608,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000146834,mRNA interactome,mRNA interactome,no evidence,MEPCE,56257,Q7L2J0,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000111142,mRNA interactome,no evidence,no evidence,METAP2,10988,P50579,unknown,unknown,yes,yes,"3.4.11.18,",hydrolase,,,,
,,,,,,,,,,,ENSG00000127804,mRNA interactome,mRNA interactome,no evidence,METTL16,79066,Q86W50,unknown,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000183496,no evidence,mRNA interactome,no evidence,MEX3B,84206,Q6ZN04,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000133606,mRNA interactome,no evidence,no evidence,MKRN1,23608,Q9UHC7,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000091436,mRNA interactome,mRNA interactome,no evidence,MLTK,51776,Q9NYL2,unknown,unknown,yes,yes,2.7.11.25,transferase,,,,
,,,,,,,,,,,ENSG00000129282,mRNA interactome,mRNA interactome,no evidence,MRM1,79922,Q6IN84,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000159111,no evidence,mRNA interactome,no evidence,MRPL10,124995,Q7Z7H8,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000180992,no evidence,mRNA interactome,no evidence,MRPL14,64928,Q6P1L8,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000112651,mRNA interactome,mRNA interactome,no evidence,MRPL2,51069,Q5T653,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000242485,no evidence,mRNA interactome,no evidence,MRPL20,55052,Q9BYC9,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000197345,no evidence,mRNA interactome,no evidence,MRPL21,219927,Q7Z2W9,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000082515,no evidence,mRNA interactome,no evidence,MRPL22,29093,Q9NWU5,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000108826,mRNA interactome,mRNA interactome,no evidence,MRPL27,51264,Q9P0M9,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000106591,mRNA interactome,no evidence,no evidence,MRPL32,64983,Q9BYC8,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000185608,no evidence,mRNA interactome,no evidence,MRPL40,64976,Q9NQ50,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000055950,mRNA interactome,no evidence,no evidence,MRPL43,84545,Q8N983,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000183617,no evidence,mRNA interactome,no evidence,MRPL54,116541,Q6P161,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000143436,no evidence,mRNA interactome,no evidence,MRPL9,65005,Q9BYD2,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000128626,no evidence,mRNA interactome,no evidence,MRPS12,6183,O15235,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000120333,no evidence,mRNA interactome,no evidence,MRPS14,63931,O60783,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000116898,mRNA interactome,no evidence,no evidence,MRPS15,64960,P82914,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000187145,no evidence,mRNA interactome,no evidence,MRPS21,54460,P82921,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000062582,mRNA interactome,mRNA interactome,no evidence,MRPS24,64951,Q96EL2,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000125901,no evidence,mRNA interactome,no evidence,MRPS26,64949,Q9BYN8,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000147586,mRNA interactome,mRNA interactome,no evidence,MRPS28,28957,Q9Y2Q9,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000127989,no evidence,mRNA interactome,no evidence,MTERF,7978,Q99551,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000135297,no evidence,mRNA interactome,no evidence,MTO1,25821,Q9Y2Z2,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000104177,no evidence,mRNA interactome,no evidence,MYEF2,50804,Q9P2K5,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000196535,no evidence,mRNA interactome,no evidence,MYO18A,399687,Q92614,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000197535,no evidence,mRNA interactome,no evidence,MYO5A,4644,Q9Y4I1,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000145414,no evidence,mRNA interactome,no evidence,NAF1,92345,Q96HR8,linked,recognized,,,,,core,1413,Q96HR8,H.sapiens
,,,,,,,,,,,ENSG00000163386,no evidence,mRNA interactome,no evidence,NBPF10,25832,Q6P3W6,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000136937,no evidence,mRNA interactome,no evidence,NCBP1,4686,Q09161,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000114503,mRNA interactome,mRNA interactome,no evidence,NCBP2,22916,P52298,linked,recognized,,,,,core,1209,P52298,H.sapiens
,,,,,,,,,,,ENSG00000124160,no evidence,mRNA interactome,no evidence,NCOA5,57727,Q9HCD5,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000160194,mRNA interactome,mRNA interactome,no evidence,NDUFV3,4731,P56181,unknown,unknown,yes,yes,"1.6.5.3,",oxidoreductase,,,,
,,,,,,,,,,,ENSG00000204356,mRNA interactome,no evidence,no evidence,NELFE,7936,P18615,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000086102,mRNA interactome,mRNA interactome,no evidence,NFX1,4799,Q12986,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000129460,mRNA interactome,mRNA interactome,no evidence,NGDN,25983,Q8NEJ9,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000182768,mRNA interactome,mRNA interactome,no evidence,NGRN,51335,Q9NPE2,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000101882,no evidence,mRNA interactome,no evidence,NKAP,79576,Q8N5F7,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000179873,mRNA interactome,no evidence,no evidence,NLRP11,204801,P59045,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000239672,mRNA interactome,no evidence,no evidence,NME1,4830,P15531,linked,unknown,,yes,2.7.4.6,transferase,,,,
,,,,,,,,,,,ENSG00000084092,mRNA interactome,no evidence,no evidence,NOA1,84273,Q8NC60,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000115761,mRNA interactome,mRNA interactome,no evidence,NOL10,79954,Q9BSC4,unknown,unknown,yes,,,,core,239,Q9BSC4,H.sapiens
,,,,,,,,,,,ENSG00000100101,mRNA interactome,mRNA interactome,no evidence,NOL12,79159,Q9UGY1,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000139910,no evidence,mRNA interactome,no evidence,NOVA1,4857,P51513,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000104967,no evidence,mRNA interactome,no evidence,NOVA2,4858,Q9UNW9,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000126653,mRNA interactome,no evidence,no evidence,NSRP1,84081,Q9H0G5,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000069275,no evidence,mRNA interactome,no evidence,NUCKS1,64710,Q9H1E3,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000168101,no evidence,mRNA interactome,no evidence,NUDT16L1,84309,Q9BRJ7,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000137804,mRNA interactome,no evidence,no evidence,NUSAP1,51203,Q9BXS6,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000143748,mRNA interactome,no evidence,no evidence,NVL,4931,O15381,unknown,unknown,yes,yes,3.6.4.7,hydrolase,core,159,O15381,H.sapiens
,,,,,,,,,,,ENSG00000135114,mRNA interactome,no evidence,no evidence,OASL,8638,Q15646,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000121274,mRNA interactome,mRNA interactome,no evidence,PAPD5,64282,Q8NDF8,linked,unknown,,,,,core,940,Q8NDF8,H.sapiens
,,,,,,,,,,,ENSG00000140694,mRNA interactome,no evidence,no evidence,PARN,5073,O95453,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000197991,no evidence,mRNA interactome,no evidence,PCDH20,64881,Q8N6Y1,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000261934,no evidence,mRNA interactome,no evidence,PCDHGA9,56107,Q9Y5G4,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000169174,mRNA interactome,no evidence,no evidence,PCSK9,255738,Q8NBP7,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000148843,mRNA interactome,mRNA interactome,no evidence,PDCD11,22984,Q14690,linked,recognized,,,,,core,332,Q14690,H.sapiens
,,,,,,,,,,,ENSG00000155660,mRNA interactome,no evidence,no evidence,PDIA4,9601,P13667,unknown,unknown,yes,yes,"5.3.4.1,",isomerase,,,,
,,,,,,,,,,,ENSG00000162517,no evidence,mRNA interactome,no evidence,PEF1,553115,Q9UBV8,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000156531,mRNA interactome,no evidence,no evidence,PHF6,84295,Q8IWS0,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000102309,no evidence,mRNA interactome,no evidence,PIN4,5303,Q9Y237,linked,unknown,,yes,5.2.1.8,isomerase,,,,
,,,,,,,,,,,ENSG00000065243,mRNA interactome,no evidence,no evidence,PKN2,5586,Q16513,unknown,unknown,yes,yes,2.7.11.13,transferase,,,,
,,,,,,,,,,,ENSG00000178209,mRNA interactome,no evidence,no evidence,PLEC,5339,Q15149,unknown,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000132424,no evidence,mRNA interactome,no evidence,PNISR,25957,Q8TF01,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000172336,no evidence,mRNA interactome,no evidence,POP7,10248,O75817,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000204531,mRNA interactome,no evidence,no evidence,POU5F1,5460,Q01860,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000130810,mRNA interactome,mRNA interactome,no evidence,PPAN,56342,Q9NQ55,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000186298,no evidence,mRNA interactome,no evidence,PPP1CC,5501,P36873,unknown,unknown,yes,yes,"3.1.3.16,",hydrolase,,,,
,,,,,,,,,,,ENSG00000204569,no evidence,mRNA interactome,no evidence,PPP1R10,5514,Q96QC0,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000148840,mRNA interactome,no evidence,no evidence,PPRC1,23082,Q5VV67,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000134748,no evidence,mRNA interactome,no evidence,PRPF38A,84950,Q8NAV1,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000134186,mRNA interactome,no evidence,no evidence,PRPF38B,55119,Q5VTL8,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000196504,no evidence,mRNA interactome,no evidence,PRPF40A,55660,O75400,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000112739,no evidence,mRNA interactome,no evidence,PRPF4B,8899,Q13523,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000101161,mRNA interactome,no evidence,no evidence,PRPF6,24148,O94906,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000204576,mRNA interactome,mRNA interactome,no evidence,PRR3,80742,P79522,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000225748,mRNA interactome,no evidence,no evidence,PRRC2A,7916,P48634,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000164985,mRNA interactome,mRNA interactome,no evidence,PSIP1,11168,O75475,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000100764,mRNA interactome,no evidence,no evidence,PSMC1,5700,P62191,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000159352,mRNA interactome,no evidence,no evidence,PSMD4,5710,P55036,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000106246,mRNA interactome,mRNA interactome,no evidence,PTCD1,26024,O75127,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000196396,mRNA interactome,no evidence,no evidence,PTPN1,5770,P18031,unknown,unknown,yes,yes,"3.1.3.48,",hydrolase,,,,
,,,,,,,,,,,ENSG00000177469,mRNA interactome,no evidence,no evidence,PTRF,284119,Q6NZI2,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000187024,mRNA interactome,no evidence,no evidence,PTRH1,138428,Q86Y79,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000134644,mRNA interactome,mRNA interactome,no evidence,PUM1,9698,Q14671,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000172733,no evidence,mRNA interactome,no evidence,PURG,29942,Q9UJV8,unknown,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000184672,mRNA interactome,no evidence,no evidence,RALYL,138046,Q86SE5,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000146282,no evidence,mRNA interactome,no evidence,RARS2,57038,Q5T160,linked,recognized,,,,,core,340,Q5T160,H.sapiens
,,,,,,,,,,,ENSG00000162437,mRNA interactome,mRNA interactome,no evidence,RAVER2,55225,Q9HCJ3,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000122257,no evidence,mRNA interactome,no evidence,RBBP6,5930,Q7Z6E9,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000076053,mRNA interactome,mRNA interactome,no evidence,RBM7,10179,Q9Y580,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000134597,mRNA interactome,no evidence,no evidence,RBMX2,51634,Q9Y388,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000214022,mRNA interactome,no evidence,no evidence,REPIN1,29803,Q9BWE0,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000079841,mRNA interactome,no evidence,no evidence,RIMS1,22999,Q86UR5,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000205937,mRNA interactome,mRNA interactome,no evidence,RNPS1,10921,Q15287,linked,recognized,,,,,core,1590,Q15287,H.sapiens
,,,,,,,,,,,ENSG00000134318,no evidence,mRNA interactome,no evidence,ROCK2,9475,O75116,unknown,recognized,,yes,"2.7.11.1,",transferase,,,,
,,,,,,,,,,,ENSG00000164610,no evidence,mRNA interactome,no evidence,RP9,6100,Q8TA86,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000156313,mRNA interactome,no evidence,no evidence,RPGR,6103,Q92834,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000147403,mRNA interactome,mRNA interactome,no evidence,RPL10,6134,P27635,linked,unknown,,,,,core,604,P27635,H.sapiens
,,,,,,,,,,,ENSG00000265681,no evidence,mRNA interactome,no evidence,RPL17,6139,P18621,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000161970,no evidence,mRNA interactome,no evidence,RPL26,6154,P61254,linked,unknown,,,,,core,1326,P61254,H.sapiens
,,,,,,,,,,,ENSG00000182899,mRNA interactome,mRNA interactome,no evidence,RPL35A,6165,P18077,linked,unknown,,,,,core,1522,P18077,H.sapiens
,,,,,,,,,,,ENSG00000130255,mRNA interactome,no evidence,no evidence,RPL36,25873,Q9Y3U8,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000241343,no evidence,mRNA interactome,no evidence,RPL36A,6173,P83881,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000178718,mRNA interactome,no evidence,no evidence,RPP25,54913,Q9BUL9,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000164967,no evidence,mRNA interactome,no evidence,RPP25L,138716,Q8N5L8,unknown,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000148688,mRNA interactome,no evidence,no evidence,RPP30,10556,P78346,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000184779,no evidence,mRNA interactome,no evidence,RPS17,6218,P08708,linked,unknown,,,,,core,1215,P08708,H.sapiens
,,,,,,,,,,,ENSG00000182774,mRNA interactome,no evidence,no evidence,RPS17L,6218,P0CW22,linked,unknown,,,,,core,,,
,,,,,,,,,,,ENSG00000096150,mRNA interactome,no evidence,no evidence,RPS18,6222,P62269,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000231500,no evidence,mRNA interactome,no evidence,RPS18,6222,P62269,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000171858,mRNA interactome,no evidence,no evidence,RPS21,6227,P63220,linked,unknown,,,,,core,1619,P63220,H.sapiens
,,,,,,,,,,,ENSG00000143947,mRNA interactome,mRNA interactome,no evidence,RPS27A,6233,P62979,linked,unknown,,,,,core,733,P62979,H.sapiens
,,,,,,,,,,,ENSG00000185088,no evidence,mRNA interactome,no evidence,RPS27L,51065,Q71UM5,linked,unknown,,,,,core,1385,Q71UM5,H.sapiens
,,,,,,,,,,,ENSG00000198034,mRNA interactome,mRNA interactome,no evidence,RPS4X,6191,P62701,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000168028,no evidence,mRNA interactome,no evidence,RPSA,3921,P08865,linked,unknown,,,,,core,613,P08865,H.sapiens
,,,,,,,,,,,ENSG00000166133,mRNA interactome,no evidence,no evidence,RPUSD2,27079,Q8IZ73,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000156990,mRNA interactome,mRNA interactome,no evidence,RPUSD3,285367,Q6P087,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000165526,mRNA interactome,mRNA interactome,no evidence,RPUSD4,84881,Q96CM3,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000114767,mRNA interactome,mRNA interactome,no evidence,RRP9,9136,O43818,linked,unknown,,,,,core,927,O43818,H.sapiens
,,,,,,,,,,,ENSG00000111011,no evidence,mRNA interactome,no evidence,RSRC2,65117,Q7L4I2,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000137996,mRNA interactome,no evidence,no evidence,RTCA,8634,O00442,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000137815,mRNA interactome,no evidence,no evidence,RTF1,23168,Q92541,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000188643,mRNA interactome,no evidence,no evidence,S100A16,140576,Q96FQ6,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000196154,mRNA interactome,no evidence,no evidence,S100A4,6275,P26447,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000020577,mRNA interactome,no evidence,no evidence,SAMD4A,23034,Q9UPU9,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000155307,mRNA interactome,no evidence,no evidence,SAMSN1,64092,Q9NSI8,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000104835,no evidence,mRNA interactome,no evidence,SARS2,54938,Q9NP81,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000175467,mRNA interactome,mRNA interactome,no evidence,SART1,9092,O43290,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000075856,mRNA interactome,mRNA interactome,no evidence,SART3,9733,Q15020,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000156304,no evidence,mRNA interactome,no evidence,SCAF4,57466,O95104,linked,recognized,,,,,core,1649,O95104,H.sapiens
,,,,,,,,,,,ENSG00000104112,mRNA interactome,no evidence,no evidence,SCG3,29106,Q8WXD2,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000107651,mRNA interactome,no evidence,no evidence,SEC23IP,11196,Q9Y6Y8,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000149257,mRNA interactome,no evidence,no evidence,SERPINH1,871,P50454,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000163950,mRNA interactome,no evidence,no evidence,SLBP,7884,Q14493,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000141526,mRNA interactome,no evidence,no evidence,SLC16A3,9123,O15427,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000108528,no evidence,mRNA interactome,no evidence,SLC25A11,8402,Q02978,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000168003,mRNA interactome,no evidence,no evidence,SLC3A2,6520,P08195,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000072501,no evidence,mRNA interactome,no evidence,SMC1A,8243,Q14683,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000163877,mRNA interactome,no evidence,no evidence,SNIP1,79753,Q8TAD8,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000144028,mRNA interactome,mRNA interactome,no evidence,SNRNP200,23020,O75643,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000060688,mRNA interactome,no evidence,no evidence,SNRNP40,9410,Q96DI7,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000131876,no evidence,mRNA interactome,no evidence,SNRPA1,6627,P09661,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000125835,no evidence,mRNA interactome,no evidence,SNRPB,6628,P14678,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000124562,no evidence,mRNA interactome,no evidence,SNRPC,6631,P09234,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000167088,mRNA interactome,mRNA interactome,no evidence,SNRPD1,6632,P62314,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000100028,no evidence,mRNA interactome,no evidence,SNRPD3,6634,P62318,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000168807,mRNA interactome,no evidence,no evidence,SNTB2,6645,Q13425,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000100603,no evidence,mRNA interactome,no evidence,SNW1,22938,Q13573,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000168502,mRNA interactome,no evidence,no evidence,SOGA2,23255,Q9Y4B5,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000154556,mRNA interactome,no evidence,no evidence,SORBS2,8470,O94875,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000153914,no evidence,mRNA interactome,no evidence,SREK1,140890,Q8WXA9,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000153037,mRNA interactome,no evidence,no evidence,SRP19,6728,P09132,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000100883,mRNA interactome,no evidence,no evidence,SRP54,6729,P61011,linked,recognized,,,,,core,286,P61011,H.sapiens
,,,,,,,,,,,ENSG00000167881,mRNA interactome,no evidence,no evidence,SRP68,6730,Q9UHB9,linked,unknown,,,,,core,1829,Q9UHB9,H.sapiens
,,,,,,,,,,,ENSG00000135250,mRNA interactome,mRNA interactome,no evidence,SRPK2,6733,P78362,linked,unknown,,yes,"2.7.11.1,",transferase,,,,
,,,,,,,,,,,ENSG00000188529,no evidence,mRNA interactome,no evidence,SRSF10,10772,O75494,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000215699,mRNA interactome,no evidence,no evidence,SRSF10,10772,O75494,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000116754,mRNA interactome,mRNA interactome,no evidence,SRSF11,9295,Q05519,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000154548,no evidence,mRNA interactome,no evidence,SRSF12,135295,Q8WXF0,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000180771,mRNA interactome,no evidence,no evidence,SRSF8,10929,Q9BRL6,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000271885,no evidence,mRNA interactome,no evidence,SRSF8,10929,Q9BRL6 ,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000168439,mRNA interactome,no evidence,no evidence,STIP1,10963,P31948,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000136854,mRNA interactome,no evidence,no evidence,STXBP1,6812,P61764,unknown,unknown,yes,,,,core,926,P61764,H.sapiens
,,,,,,,,,,,ENSG00000092201,mRNA interactome,mRNA interactome,no evidence,SUPT16H,11198,Q9Y5B9,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000117614,mRNA interactome,mRNA interactome,no evidence,SYF2,25949,O95926,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000171530,no evidence,mRNA interactome,no evidence,TBCA,6902,O75347,linked,unknown,,,,,core,1943,O75347,H.sapiens
,,,,,,,,,,,ENSG00000106638,mRNA interactome,no evidence,no evidence,TBL2,26608,Q9Y4P3,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000183751,mRNA interactome,no evidence,no evidence,TBL3,10607,Q12788,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000100207,mRNA interactome,no evidence,no evidence,TCF20,6942,Q9UGU0,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000120438,no evidence,mRNA interactome,no evidence,TCP1,6950,P17987,linked,unknown,,,,,core,112,P17987,H.sapiens
,,,,,,,,,,,ENSG00000172171,mRNA interactome,mRNA interactome,no evidence,TEFM,79736,Q96QE5,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000135269,mRNA interactome,no evidence,no evidence,TES,26136,Q9UGI8,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000108064,mRNA interactome,mRNA interactome,no evidence,TFAM,7019,Q00059,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000029639,mRNA interactome,no evidence,no evidence,TFB1M,51106,Q8WVM0,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000072274,mRNA interactome,no evidence,no evidence,TFRC,7037,P02786,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000205542,mRNA interactome,no evidence,no evidence,TMSB4X,7114,P62328,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000079308,mRNA interactome,no evidence,no evidence,TNS1,7145,Q9HBL0,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000047410,mRNA interactome,no evidence,no evidence,TPR,7175,P12270,linked,recognized,,,,,,,,
