Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q8ZRV9	RLUA_SALTY	reviewed	Ribosomal large subunit pseudouridine synthase A (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	rluA STM0095	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	219
P65921	PYRG_SALTY	reviewed	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	pyrG STM2953	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	545
P66193	RL31B_SALTY	reviewed	50S ribosomal protein L31 type B	rpmE2 STM0469	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	86
Q8ZRE7	PPNP_SALTY	reviewed	Pyrimidine/purine nucleoside phosphorylase (EC 2.4.2.2) (Adenosine phosphorylase) (Cytidine phosphorylase) (Guanosine phosphorylase) (EC 2.4.2.15) (Inosine phosphorylase) (Thymidine phosphorylase) (EC 2.4.2.4) (Uridine phosphorylase) (EC 2.4.2.3) (Xanthosine phosphorylase)	ppnP STM0391	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	94
P41784	PRGI_SALTY	reviewed	Protein PrgI	prgI STM2873	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	80
Q8ZNF9	RHMD_SALTY	reviewed	L-rhamnonate dehydratase (RhamD) (EC 4.2.1.90)	rhmD yfaW STM2291	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	405
P40862	PROP_SALTY	reviewed	Proline/betaine transporter (Proline porter II) (PPII)	proP STM4290	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	500
Q56063	PRPC_SALTY	reviewed	2-methylcitrate synthase (2-MCS) (mcs) (EC 2.3.3.5) (Citrate synthase) (EC 2.3.3.16)	prpC STM0369	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	389
P37427	RIR2_SALTY	reviewed	Ribonucleoside-diphosphate reductase 1 subunit beta (EC 1.17.4.1) (Protein B2) (Protein R2) (Ribonucleotide reductase 1)	nrdB STM2278	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	376
P63828	COAE_SALTY	reviewed	Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	coaE STM0140	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	206
P97084	COBD_SALTY	reviewed	Threonine-phosphate decarboxylase (EC 4.1.1.81) (L-threonine-O-3-phosphate decarboxylase)	cobD STM0644	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	364
P0A2R8	CORA_SALTY	reviewed	Magnesium transport protein CorA	corA STM3952 STMD1.38	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	316
Q8ZQN7	DING_SALTY	reviewed	ATP-dependent DNA helicase DinG (EC 3.6.4.12)	dinG STM0821	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	714
Q7CPC0	CPTA_SALTY	reviewed	Phosphoethanolamine transferase CptA (EC 2.7.-.-)	cptA STM4118	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	577
Q8ZM06	DKGA_SALTY	reviewed	2,5-diketo-D-gluconic acid reductase A (2,5-DKG reductase A) (2,5-DKGR A) (25DKGR-A) (EC 1.1.1.346) (AKR5C)	dkgA STM3165	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	275
P63725	DHSC_SALTY	reviewed	Succinate dehydrogenase cytochrome b556 subunit (Cytochrome b-556)	sdhC STM0732	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	129
Q8ZLU2	DIAA_SALTY	reviewed	DnaA initiator-associating protein DiaA	diaA STM3266	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	196
P0A2P8	CRA_SALTY	reviewed	Catabolite repressor/activator (Fructose repressor)	cra fruR STM0118	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	334
Q8ZRM7	DKGB_SALTY	reviewed	2,5-diketo-D-gluconic acid reductase B (2,5-DKG reductase B) (2,5-DKGR B) (25DKGR-B) (EC 1.1.1.346) (AKR5D)	dkgB STM0255	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	267
P0CL01	CSPJ_SALTY	reviewed	Cold shock-like protein CspJ	cspJ cspB cspG STM1996	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	70
Q8ZL48	COAD_SALTY	reviewed	Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT)	coaD kdtB STM3725	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	159
Q05602	COBS_SALTY	reviewed	Adenosylcobinamide-GDP ribazoletransferase (EC 2.7.8.26) (Cobalamin synthase) (Cobalamin-5'-phosphate synthase)	cobS STM2017	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	247
P15111	DHE4_SALTY	reviewed	NADP-specific glutamate dehydrogenase (NADP-GDH) (EC 1.4.1.4)	gdhA STM1299	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	447
P63866	CRCB_SALTY	reviewed	Putative fluoride ion transporter CrcB	crcB STM0630	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	127
Q7CR86	DJLA_SALTY	reviewed	Co-chaperone protein DjlA	djlA STM0094	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	270
P0A1E5	CSGA_SALTY	reviewed	Major curlin subunit (Fimbrin SEF17)	csgA agfA STM1144	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	151
P0A202	CSGF_SALTY	reviewed	Curli production assembly/transport component CsgF	csgF STM1140	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	138
P0A9Y9	CSPC_SALTY	reviewed	Cold shock-like protein CspC (CSP-C)	cspC STM1837	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	69
Q8ZPK0	DMSD_SALTY	reviewed	Tat proofreading chaperone DmsD (DMSO reductase maturation protein) (Twin-arginine leader-binding protein DmsD)	dmsD STM1495	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	204
P26265	CPDB_SALTY	reviewed	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase (EC 3.1.3.6) (EC 3.1.4.16)	cpdB STM4403	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	647
O54294	CSGD_SALTY	reviewed	Probable csgAB operon transcriptional regulatory protein	csgD STM1142	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	216
P69917	CSRA_SALTY	reviewed	Translational regulator CsrA (Carbon storage regulator)	csrA zfiA STM2826	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	61
P0DMP3	DMA_SALTY	reviewed	DNA adenine methylase (EC 2.1.1.72) (DNA adenine methyltransferase) (Deoxyadenosyl-methyltransferase) (M.StyDam)	dam STM3484	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	278
Q7CR52	CRL_SALTY	reviewed	Sigma factor-binding protein Crl	crl STM0319	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	133
P0A2T6	CRP_SALTY	reviewed	cAMP-activated global transcriptional regulator CRP (Catabolite activator protein) (CAP) (Catabolite gene activator) (cAMP receptor protein) (CRP) (cAMP regulatory protein)	crp cap STM3466	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	210
P0A1G5	DKSA_SALTY	reviewed	RNA polymerase-binding transcription factor DksA	dksA STM0186	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	151
P0A200	CSGE_SALTY	reviewed	Curli production assembly/transport component CsgE	csgE STM1141	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	131
Q8ZL83	DLGD_SALTY	reviewed	2,3-diketo-L-gulonate reductase (2,3-DKG reductase) (EC 1.1.1.130) (3-dehydro-L-gulonate 2-dehydrogenase)	dlgD STM3668	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	332
P35891	DNAA_SALTY	reviewed	Chromosomal replication initiator protein DnaA	dnaA STM3838	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	466
P0A1E8	CSGB_SALTY	reviewed	Minor curlin subunit (Fimbrin SEF17 minor subunit)	csgB agfB STM1143	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	151
P0A1Z8	CSGC_SALTY	reviewed	Curli assembly protein CsgC	csgC agfC STM1145	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	108
P0CL02	CSID_SALTY	reviewed	Protein CsiD	csiD STM2789	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	325
P0A204	CSGG_SALTY	reviewed	Curli production assembly/transport component CsgG	csgG STM1139	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	277
Q9L6M9	DLHH_SALTY	reviewed	Putative carboxymethylenebutenolidase (EC 3.1.1.45) (Dienelactone hydrolase) (DLH)	ysgA STM3967 STMD1.22	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	270
P0A9Y2	CSPA_SALTY	reviewed	Cold shock protein CspA (CSP-A) (7.4 kDa cold shock protein) (CS7.4)	cspA STM3649	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	70
Q8ZNV0	CUTC_SALTY	reviewed	Copper homeostasis protein CutC	cutC STM1907	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	248
P63557	ARGB_SALTY	reviewed	Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK)	argB STM4122	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	258
P58729	AROC_SALTY	reviewed	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	aroC STM2384	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	361
P0A2L3	CORC_SALTY	reviewed	Magnesium and cobalt efflux protein CorC	corC STM0667	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	292
H9L451	BAMB_SALTY	reviewed	Outer membrane protein assembly factor BamB	bamB STM2520	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	392
P36556	BASR_SALTY	reviewed	Transcriptional regulatory protein BasR	basR parA pmrA STM4292	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	222
Q8ZLB8	BCSC_SALTY	reviewed	Cellulose synthase operon protein C	bcsC STM3616	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	1180
Q8ZLB5	BCSE_SALTY	reviewed	Cyclic di-GMP binding protein BcsE (Cellulose biosynthesis protein BcsE)	bcsE STM3622	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	523
Q7CPI7	BCSG_SALTY	reviewed	Cellulose biosynthesis protein BcsG	bcsG STM3624	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	559
P65641	BDM_SALTY	reviewed	Protein bdm homolog	bdm STM1564	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	71
Q7CQ01	CLPB_SALTY	reviewed	Chaperone protein ClpB	clpB STM2660	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	857
Q8ZQP4	CLSB_SALTY	reviewed	Cardiolipin synthase B (CL synthase) (EC 2.7.8.-)	clsB ybhO STM0812	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	413
P63798	CLSA_SALTY	reviewed	Cardiolipin synthase A (CL synthase) (EC 2.7.8.-)	clsA cls STM1739	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	486
P23905	DGAL_SALTY	reviewed	D-galactose-binding periplasmic protein (GBP) (D-galactose/ D-glucose-binding protein) (GGBP)	mglB STM2190	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	332
Q8ZNT5	DGCQ_SALTY	reviewed	Probable diguanylate cyclase DgcQ (DGC) (EC 2.7.7.65) (Cellulose synthesis regulatory protein)	dgcQ yedQ STM1987	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	570
Q8ZRB6	COF_SALTY	reviewed	HMP-PP phosphatase (EC 3.6.1.-)	cof STM0457	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	272
Q8ZNV1	CMOB_SALTY	reviewed	tRNA U34 carboxymethyltransferase (EC 2.5.1.-)	cmoB STM1906	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	323
Q8ZKZ1	DGOD_SALTY	reviewed	D-galactonate dehydratase (GalD) (EC 4.2.1.6)	dgoD STM3828	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	382
Q05603	COBT_SALTY	reviewed	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (NN:DBI PRT) (EC 2.4.2.21) (N(1)-alpha-phosphoribosyltransferase)	cobT STM2016	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	356
Q05599	COBU_SALTY	reviewed	Bifunctional adenosylcobalamin biosynthesis protein CobU (Adenosylcobinamide kinase) (EC 2.7.1.156) (Adenosylcobinamide-phosphate guanylyltransferase) (EC 2.7.7.62)	cobU STM2018	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	181
P40733	DGTP_SALTY	reviewed	Deoxyguanosinetriphosphate triphosphohydrolase (dGTP triphosphohydrolase) (dGTPase) (EC 3.1.5.1)	dgt STM0208	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	505
Q8ZR95	COPA_SALTY	reviewed	Copper-exporting P-type ATPase (EC 3.6.3.54) (Copper-exporting P-type ATPase A) (Cu(+)-exporting ATPase) (Soluble copper chaperone CopA(Z))	copA STM0498	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	833
Q8ZPU6	CHO_SALTY	reviewed	Excinuclease cho (EC 3.1.25.-) (Endonuclease cho) (UvrC homolog protein)	cho STM1309	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	293
Q8ZQX4	CHIQ_SALTY	reviewed	Uncharacterized lipoprotein ChiQ	chiQ STM0688	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	110
Q8ZRC0	CLPX_SALTY	reviewed	ATP-dependent Clp protease ATP-binding subunit ClpX	clpX STM0449	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	423
P04042	CHEB_SALTY	reviewed	Chemotaxis response regulator protein-glutamate methylesterase (EC 3.1.1.61)	cheB STM1917	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	349
P07801	CHER_SALTY	reviewed	Chemotaxis protein methyltransferase (EC 2.1.1.80)	cheR STM1918	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	288
P09384	CHEA_SALTY	reviewed	Chemotaxis protein CheA (EC 2.7.13.3)	cheA STM1921	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	671
P37463	CITB_SALTY	reviewed	Citrate utilization protein B	citB STM0690	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	379
Q7CQY4	CHIP_SALTY	reviewed	Chitoporin	chiP STM0687	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	468
Q8ZJV8	DEOC_SALTY	reviewed	Deoxyribose-phosphate aldolase (DERA) (EC 4.1.2.4) (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase) (Deoxyriboaldolase)	deoC STM4567	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	259
Q9L9K3	COAA_SALTY	reviewed	Pantothenate kinase (EC 2.7.1.33) (Pantothenic acid kinase)	coaA STM4139 STMF1.44	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	316
P39701	COBC_SALTY	reviewed	Adenosylcobalamin/alpha-ribazole phosphatase (EC 3.1.3.73) (Adenosylcobalamin phosphatase) (Alpha-ribazole-5'-phosphate phosphatase)	cobC STM0643	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	202
Q7CQZ6	CITD1_SALTY	reviewed	Citrate lyase acyl carrier protein 1 (Citrate lyase gamma chain 1)	citD1 citD STM0623	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	98
P0A2F8	CITN_SALTY	reviewed	Citrate-sodium symporter (Citrate carrier protein) (Citrate transporter)	citP citC STM0057	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	446
Q8ZPK5	CLCB_SALTY	reviewed	Voltage-gated ClC-type chloride channel ClcB	clcB STM1490	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	417
P0A1D7	CLPP_SALTY	reviewed	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp)	clpP STM0448	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	207
Q93IN1	BCSB_SALTY	reviewed	Cyclic di-GMP-binding protein (Cellulose synthase regulatory subunit)	bcsB STM3618	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	766
P66950	BEPA_SALTY	reviewed	Beta-barrel assembly-enhancing protease (EC 3.4.-.-)	bepA yfgC STM2494	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	487
Q8ZQQ7	BIOF_SALTY	reviewed	8-amino-7-oxononanoate synthase (AONS) (EC 2.3.1.47) (7-keto-8-amino-pelargonic acid synthase) (7-KAP synthase) (KAPA synthase) (8-amino-7-ketopelargonate synthase)	bioF STM0795	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	385
Q8ZRX6	CAIE_SALTY	reviewed	Carnitine operon protein CaiE	caiE STM0069	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	198
P29848	CYSM_SALTY	reviewed	Cysteine synthase B (CSase B) (EC 2.5.1.47) (O-acetylserine (thiol)-lyase B) (OAS-TL B) (O-acetylserine sulfhydrylase B)	cysM STM2440	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	303
Q8ZRX2	CAIA_SALTY	reviewed	Crotonobetainyl-CoA reductase (EC 1.3.8.13) (Crotonobetainyl-CoA dehydrogenase)	caiA STM0073	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	380
P12673	CYSZ_SALTY	reviewed	Sulfate transporter CysZ	cysZ STM2429	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	253
Q8ZKM0	CAPP_SALTY	reviewed	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	ppc STM4119	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	883
P14845	CARA_SALTY	reviewed	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase glutamine chain)	carA STM0066	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	382
P63351	BTUD_SALTY	reviewed	Vitamin B12 import ATP-binding protein BtuD (EC 3.6.3.33) (Vitamin B12-transporting ATPase)	btuD STM1342	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	249
P63727	C562_SALTY	reviewed	Soluble cytochrome b562 (Cytochrome b-562)	cybC STM4439	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	128
P37409	BTUB_SALTY	reviewed	Vitamin B12 transporter BtuB (Cobalamin receptor) (Outer membrane cobalamin translocator)	btuB STM4130	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	614
Q8ZPS8	BTUC_SALTY	reviewed	Vitamin B12 import system permease protein BtuC	btuC STM1340	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	326
P29847	CYSE_SALTY	reviewed	Serine acetyltransferase (SAT) (EC 2.3.1.30) (Serine transacetylase)	cysE STM3699	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	273
Q8ZRX5	CAID_SALTY	reviewed	Carnitinyl-CoA dehydratase (EC 4.2.1.149) (Crotonobetainyl-CoA hydratase)	caiD STM0070	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	261
Q8ZPK6	BIOD2_SALTY	reviewed	ATP-dependent dethiobiotin synthetase BioD 2 (EC 6.3.3.3) (DTB synthetase 2) (DTBS 2) (Dethiobiotin synthase 2)	bioD2 ynfK STM1489	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	231
P37416	BIRA_SALTY	reviewed	Bifunctional ligase/repressor BirA (Biotin operon repressor) (Biotin--[acetyl-CoA-carboxylase] ligase) (EC 6.3.4.15) (Biotin--protein ligase) (Biotin-[acetyl-CoA carboxylase] synthetase)	birA STM4138 STMF1.2	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	320
P41031	CYSP_SALTY	reviewed	Thiosulfate-binding protein	cysP STM2444	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	338
Q8ZLI9	BIOH_SALTY	reviewed	Pimeloyl-[acyl-carrier protein] methyl ester esterase (EC 3.1.1.85) (Biotin synthesis protein BioH) (Carboxylesterase BioH)	bioH STM3509	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	256
Q8ZRX4	CAIC_SALTY	reviewed	Crotonobetaine/carnitine--CoA ligase (EC 6.2.1.48)	caiC STM0071	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	517
Q8ZRX1	CAIT_SALTY	reviewed	L-carnitine/gamma-butyrobetaine antiporter	caiT STM0074	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	505
P14846	CARB_SALTY	reviewed	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain)	carB STM0067	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	1075
Q05592	CBIK_SALTY	reviewed	Sirohydrochlorin cobaltochelatase (EC 4.99.1.3)	cbiK STM2025	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	264
Q05593	CBIL_SALTY	reviewed	Cobalt-precorrin-2 C(20)-methyltransferase (EC 2.1.1.151) (S-adenosyl-L-methionine--cobalt-precorrin-2 methyltransferase)	cbiL STM2024	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	237
Q05631	CBIG_SALTY	reviewed	Cobalt-precorrin-5A hydrolase (EC 3.7.1.12)	cbiG STM2028	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	351
Q93IN2	BCSA_SALTY	reviewed	Cellulose synthase catalytic subunit [UDP-forming] (EC 2.4.1.12)	bcsA STM3619	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	874
O68926	BFR_SALTY	reviewed	Bacterioferritin (BFR) (EC 1.16.3.1) (Cytochrome b-1) (Cytochrome b-557)	bfr STM3443	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	158
P12677	BIOA_SALTY	reviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	bioA STM0793	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	429
Q8ZQQ6	BIOC_SALTY	reviewed	Malonyl-[acyl-carrier protein] O-methyltransferase (Malonyl-ACP O-methyltransferase) (EC 2.1.1.197) (Biotin synthesis protein BioC)	bioC STM0796	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	251
Q7CPZ3	BAME_SALTY	reviewed	Outer membrane protein assembly factor BamE	bamE smpA STM2685	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	112
P36557	BASS_SALTY	reviewed	Sensor protein BasS (EC 2.7.13.3)	basS parB pmrB STM4291	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	356
Q8ZLB6	BCSQ_SALTY	reviewed	Cellulose biosynthesis protein BcsQ	bcsQ STM3620	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	250
Q7CPE2	ATPB_SALTY	reviewed	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD STM3865	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	460
P63462	AZOR_SALTY	reviewed	FMN-dependent NADH-azoreductase (EC 1.7.-.-) (Azo-dye reductase) (FMN-dependent NADH-azo compound oxidoreductase)	azoR acpD STM1642	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	201
P12678	BIOB_SALTY	reviewed	Biotin synthase (EC 2.8.1.6)	bioB STM0794	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	346
P0A1U2	BIOP_SALTY	reviewed	Biotin transporter	bioP yigM STM3963 STMD1.27	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	299
P0A1B7	ATPE_SALTY	reviewed	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	atpC STM3864	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	139
